title,year,country,director,genre,imdb_id
Halo 4: Идущий к рассвету,2012,США,Стюарт Хендлер,"боевик, фантастика, триллер",tt2262308
"H3 (фильм, 2001)",2001,"Ирландия, Великобритания, Германия, Португалия",Лес Блэр,драма,tt0290641
GTO (телесериал),1999,Япония,Масаюки Судзуки,"комедия, драма",tt0209631
Growing Up in the Universe,Нет данных,Великобритания,Стюарт Макдональд,документальный,tt0810718
Grand Theft Auto: XXX Parody,2010,США,Давн,порнографический фильм,tt1696179
Grand Cancan,2020,"Россия, Франция",М. М. Косырев-Нестеров,Музыкальная драма,tt9407312
Goodbye June,2025,Великобритания,Кейт Уинслет,драма,tt35766629
Golden (фильм),Нет данных,США,Мишель Гондри,"музыкальный фильм, биографический фильм, фильм о взрослении",tt6706352
Glass Spider,1988,Великобритания,Дэвид Маллет,"музыкальный фильм, Рок",tt0381210
Gimme Danger. История Игги и The Stooges,2016,США,Джим Джармуш,документальный фильм,tt1714917
Giant God Warrior Appears in Tokyo,2012,Япония,Синдзи Хигути,фильм о монстрах,tt2511906
Get Back Up (фильм),2020,США,Норри Нивен,документальный фильм,tt4134712
Generation П (фильм),2011,Россия,Виктор Гинзбург,"кинокомедия, драма, фантасмагория",tt0459748
Gardish,1993,Индия,Приядаршан,"боевик, драма",tt0106986
G.I. Joe: Бросок кобры. Снейк Айз,2021,США,Роберт Швентке,супергеройский фильм,tt8404256
G.I. Joe: Бросок кобры 2,2013,США,Джон Чу,"фантастика, боевик, приключения, супергероика",tt1583421
Funky Monks,1991,США,Gavin Bowden,"документальный, музыкальный",tt0275623
Fune o Amu,Нет данных,Нет данных,"Юя Исии, Тосимаса Куроянаги","драма, повседневность",tt2315226
"Frozen (фильм, 2007)",2007,Индия,Шиваджи Чандрабхушан,драма,tt1071798
Freeвольная жизнь,2005,США,Пол Динелло,комедия,tt0369994
Franz + Polina,2006,"Россия, Беларусь",Михаил Сегал,"Драма, Военный фильм, Любовная история",tt0899242
Fortitude (будущий фильм),Нет данных,"Великобритания, США",Саймон Уэст,приключенческий боевик,tt8285320
Ford против Ferrari,2019,США,Джеймс Мэнголд,"фильм-биография, спортивная драма",tt1950186
A Force More Powerful,1999,США,Стив Йорк,документальный фильм,tt0221186
Folklore: The Long Pond Studio Sessions,2020,США,Тейлор Свифт,"Документальное кино,, концертный фильм.",tt13524234
First Anal,2016,США,"Грег Лански, (1—8), Дерек Дозер,, Лоран Скай, (9, 11), Лоран Скай (10)",порнофильм,N/A
Find Makarov: Operation Kingfish,2011,Канада,Джефф Чан,Короткометражный фильм,tt2085770
Feeding Sea Lions,1900,США,Нет данных,немое кино,tt0285560
Fear of Girls,2005,США,Нет данных,"псевдодокументальная, комедия",tt0497616
Fashionistas Safado: The Challenge,2006,США,Джон Стальяно,порнофильм,tt0892293
Fashionistas Safado: Berlin,2007,,Джон Стальяно,порнофильм,tt1116763
F5 (фильм),2012,Россия,Тимофей Жалнин,"короткометражный, драма",tt2265106
F1 (фильм),2025,США,Джозеф Косински,спортивная драма,tt16311594
F@ck This Job,2021,"Россия, Великобритания, Германия",Вера Ефимовна Кричевская,документальный фильм,tt14398794
F.A.S.T.,2027,"Великобритания, США",Бен Ричардсон,фильм-триллер,tt9198366
Extraordinary Cab Accident,1903,Великобритания,Уолтер Буф,комедия,tt0000436
ESPY (фильм),1974,Япония,Дзюн Фукуда,"Научная фантастика, шпионский фильм",tt0071474
Episode 50,2011,США,"Джо Смэлли, Тереза Рейли","фильм ужасов, триллер, детективный фильм",tt1728976
Enron. Самые смышлёные парни в этой комнате,2005,США,Алекс Гибни,Документальный фильм,tt1016268
The Enemy Below,1957,США,Дик Пауэлл,"драма, триллер",tt0050356
El sartorio,1907,Аргентина,неизвестен,порно,tt0289433
El Camino,2019,США,Винс Гиллиган,"криминальный фильм, драма",tt9243946
Easy (фильм),2017,"Италия, Украина",Андреа Маньяни,кинокомедия,tt4653492
East of Havana,2006,США,"Жауретси Сайзарбитория, Эмилия Менокаль","документальный, музыкальный",tt0808241
DZIDZIO Контрабас,2017,Украина,Олег Борщевский,комедия,tt6761474
Dustards (фильм),2016,Украина,Станислав Гуренко,"документальный, познавательный, роуд-муви",tt6815378
Drishti,1990,Индия,Говинд Нихалани,драма,tt0099467
Dreaming Machine,Нет данных,Япония,Сатоси Кон,"приключенческое, фэнтези",tt7155248
Doom: Аннигиляция,2019,США,Тони Джильо,"научная фантастика, боевик",tt8328716
Doom (фильм),2005,"Великобритания, Чехия, Германия, США",Анджей Бартковяк,"научная фантастика, боевик",tt0419706
DOA: Живым или мёртвым,2006,"Германия, США, Великобритания",Кори Юэнь,"боевик, фэнтези, фильм о ниндзя",tt0398913
Do Kaliyaan,1968,Индия,Кришнан-Панджу,"комедия-драма, музыкальный фильм, семейный фильм",tt0233587
Disco Boy,2023,"Франция, Бельгия, Польша, Италия",Джакомо Аббруззезе,драма,tt22180518
